job_title,summary
networking tester,position: networking testerlocation: san jose cajob description:working experience as a test engineer.proficient using test frameworksproficient automating and incorporating the quality triggers to cd/ciproficient software programmer languages: python c/c++.experience testing tcp/ip.basic experience in configuration & testing interfaces such as: wifi bluetooth ethernet can.excellent documentation and communication skills - strong technical writing.bs in software engineering computer engineering or equivalentpreferred qualificationsadvanced experience in a linux environment (must have configured compiled and installed the linux kernel and successfully had it running) a plus.experience with leading software troubleshooting efforts is a pluslinux can/spi-utils experience a plus.basic knowledge of u-boot a plus.provided by dice python c/c++ tcp/ip networking
system engineer - perceptive,basic qualifications:experience with perceptive (or similar) document management system - including administration installation configuration upgrading and patching support.experience with windows scriptingexperience with windows os (administration)experience running small projectstechnical qualifications:windows server 2012 standardjava scriptingsql server 2014 2008build and understand sql queriescognos applicationscanner interface hardware and software experience (highly desired)thanks & regardsrohit kumaraccount manageravenues international inc.4 restrick ct princeton junction nj 08550phone: (845)-267-1362email: rohit@avenuesinc.comwebsite: www.avenuesinc.comprovided by dice documentum document management system sql sanner
system engineer - perceptive,job description:virginia state police (vsp) is in need of a system engineer for a new document management system called "perceptive". this system is principally used in connection with high speed scanners to create digital copies of all case files and the system engineer needed will support the system in largely an administrative and configuration perspective. there are efforts underway to integrate perceptive with other applications so the system engineer will have to work with application teams to help facilitate this.basic qualifications (minimum):experience with perceptive (or similar) document management system - including administration installation configuration upgrading and patching support.experience with windows scriptingexperience with windows os (administration)experience running small projectstechnical qualifications (minimum):windows server 2012 standardjava scriptingsql server 2014 2008build and understand sql queriescognos applicationscanner interface hardware and software experience (highly desired)experience managing small projects is (highly desired)although perceptive experience may not be available there are other similar applications which function on the same similar technology stack. documentum is an example.all candidates submitted should have as much similar experience as possible to what has been requested.additional info:hiring manager requires in-person interviews only no exceptions.provided by dice document management windows scripting os and server 2012 sql server 2008 and 2014 javascripting cognos application
storage system engineer,systems engineer w/server/storage (emc) backgroundcandidate must have active top secret clearancethe senior systems engineer is responsible for designing supporting and managing development and production systems in a high visibility critical environment.duties and responsibilities:lead system engineer for designing implementing and maintaining all aspects of the storage infrastructure. provide vmware virtualization assistance as needed including but not limited to vcenter.provide o&m for data migration replication and daily storage taskstroubleshoot and resolve complex problems that involve the san servers and fabric.provide resolution and root cause analysis of storage related issues.implement backup and recovery tools to support dr and coop.design and develop initial prototypes/proofs of concept and validate them for technical design and performancebe responsive and decisive on adjusting san architecture as customer requirements market conditions and technology evolvesprovide technical leadership and input to the infrastructure teamsinstall configure test and maintain operating systems application software and system management toolsidentify and articulate new technology design methodology and best practicesrequired qualifications:5- 8 years experience administering and supporting vmware vsphere 5.5 6.x5- 8 years supporting microsoft servers (2008 2012 and 2016)3 - 5 years experience designing administering and supporting emc vnx  emc vnxe or emc xtremio emc recover point and fiber channel switches3 – 5 years experience performing performance analysis and capacity planning for emc arrays3 – 5 years implementing and supporting backup and recovery software preferably commvault.experience with monitoring systemsexperience with incident ticketing systemsexperience must include windows server administration with knowledge of microsoft active directoryexperience must include vmware esx administration and support;thorough understanding of installation testing methodologies and troubleshooting techniquesstrong organizational skills including the ability to handle multiple ongoing projectsexcellent written and verbal communications particularly with a customer focusus citizenship with active top secret security clearance required!typically requires bachelor's degree or equivalent and seven to nine years of related (data center environment) experience.desired qualifications:good knowledge of security as it relates to cloud based infrastructurecommvault experiencebrocade and cisco nexus unified switchesvmware site recovery manager and horizon 6technical certifications (mcse vcp emc)dr and coop design and support experiencedesign and support for microsoft exchange 2010emc sourceonef5 ltm and gtm application load balancersprovided by dice server administration windows server 2012 windows server 2016 emc emc vnx  emc vnxe or emc xtremio emc recover point vmware esxi 6.0 top secret clearance
embedded systems engineer,we currently seeking mid-level and senior-level embedded systems engineers. these are long-term opportunities with a large stable organization. they will be 6-month contract-2 hire opportunities.job description:design and program real-time embedded systems in c++ for complex machine vision and control applications in linux/unix environment. familiar with the entire software development process including requirements analysis design implementation integration and test. operate independently with minimal direction/supervision in a fast-paced dynamic highly technical environment and work on multiple concurrent cross-functional projects. highly self-motivated and have a fundamental understanding of real-time embedded systems that include microcontroller and embedded systems software development tools and methodologies. understand hardware-software interactions and have skills to perform hands-on functional debugging.required skills/experience –1) 5-20 yrs real-time & embedded software engineering experience2) experience programming in c++3) process oriented and strong in documentation4) understand the concepts of how s/w interfaces with the hardware and how to add features to a large block of code when needed5) ability to write software design documents test plans/procedure and be comfortable running unit tests on target hardware6) ability to narrow the scope of the work from a huge s/w source and document a portion of the assignment/code7) familiarity with scripting languages for data processing and test automation (e.g. perl python ruby bash).8) experience developing on both linux/unix platforms and rtoss (like vxworks)desired skills/experience –1) strong analytical capability and experience2) working knowledge of control systems and matlabprovided by dice c++ embedded systems perl python ruby bash linux unix
linux systems engineer - md,job title: linux systems engineerlocation: melford mdduration: 6 months with possibility of extensioninterview process: phone screen to in person interview /skypewe are seeking highly qualified professionals that will contribute to our ongoing growth and success. the system engineer is a fast-paced position in a rapid growth enterprise environment. the ideal candidate is a person that strives to achieve excellence backed by strong virtualization skills and the ability to deploy commercial-off-the-shelf technologies.the systems engineering team designs and builds the software hardware network and computing technologies that power all of our product services. we are the foundation upon which our innovations are built that will change the future. you seek a challenge demand excellence of yourself and harbor a fierce desire to produce infallible solutions.responsibilities:investigate design and implement best-in-industry innovative technologies that will expand client’s infrastructure through robust scalable adrenaline-fueled solutions;install and configure commercial off the shelf technologies in accordance with established objectivesinteract with enterprise architects other engineers and vendors to develop and execute plans for complex systems backed by excellence confidence and thorough engineering analysis;develop gather and leverage metrics to manage the server fleet and complex computing systems to drive automation improvement and performance;contribute to production system development from requirements to release including detailed design analysis testing and optimization.qualifications & technical skills:5+ years’ experience with red hat enterprise linux administration complex computing platforms and cutting-edge technologies involving virtualization distribution and high-performance computing;experience with configuration management solutions;extensive scripting experience strongly desired;extensive knowledge of existing industry standards technologies and infrastructure operations and;you are driven to solve difficult problems with scalable elegant and maintainable solutions;expert troubleshooter – unwilling to let a problem defeat you; unrelenting persistent confident;a penchant for thinking outside the box to solve complex and interesting problems;bachelor’s degree in computer science technical field or equivalent experience;manage stressful situations with calm courtesy and confidenceprovided by dice rhelinux systems engineer configuration management scripting troubleshooter
it systems specialist,would you like the opportunity to make someone’s day by repairing a network? do you enjoy working hands on with different hardware and software? does thinking on your feet when faced with challenges excite you? if this is you we want you to join our team!cava is a fast-growing culinary brand with a portfolio of fast casual restaurants and a packaged goods line dedicated to fresh mediterranean inspired better-for-you cuisine. born from a full service restaurant collaboration between three first-generation greek american childhood friends in the washington d.c. area our chef-driven fast casual format is currently in four regions with further expansion ahead.the network support engineer oversees the maintenance of both lans and wans. they provide the procurement support and maintenance for all physical tech devices. some examples are point of sale devices voip telephones and local area networks at all locations. this person is in charge of ensuring that cava’s networks are tuned to optimum performance onboarding all stores including installing and configuring new software onto the point of sale and additional field technology pieces.the network support engineer is a liaison for any third party user functionality. this person is in charge of contacting our point of sale provider apple/microsoft our pin-pad provider our internet provider. for pieces in which cava has partial ownership of the operation this team should contact the engineering team.you will:establish a culture of excellence trust and responsibility within the technology operations team that align with cava’s values.manages lan security and monitors network performanceprovide support relating to technical issues involving point-of-sale (pos) systems web applications operating systems network devices (routers firewalls etc.) and network printerstroubleshoot any technical issues from a high to low level by doing onsite analysis diagnosis and resolution of such problemsassists in presenting to management the recommendations related to purchasing and installing hardware and softwareschedule and coordinate all project upgrade work in restaurants which involves communication and at times staff participation with testingconfigure lan hardware; wireless/hardwired routers cradlepoint aerohiveconfigure and troubleshoot remote client vpn rdp and ras connectivity issues.enforce network infrastructure standards and educates peers about compliance issuesensure compliance with existing data security procedures particularly when it comes to pci complianceoversee installation of network infrastructure and pos hardware for existing and new restaurant openingsyou have:bs/ms/phd in a computer science field or 3 to 5 years of relevant working experience in the networking industry.excellent verbal and written communication and organization skills.cisco ccna or comptia network+/security+ certifications desiredexpert knowledge and experience troubleshooting layer-2/3 protocols (vlans vrrp ospf bgp isis ipv4/6 arp rip nat) and layer-4 protocols (tcp udp dns nat).must have good understanding of following protocols http ssl ftp smtp rtsp.demonstrate ability to acquire strong analytical troubleshooting and problem solving skills.duties require being on call periodically and working outside normal working hours (evenings and weekends).about 40% of your time will require out of town travel for new store installsa reliable form of transportationwillingness to travel locally (and nationally) support includes in store as well as corporate locations- about 40% of your time will require out of town travel for new store installs & onsite supportpluses:trello or other agile development platformsplays in server racks - and can tell us the three major local network ipstinkers with technology until the problem is solvedloves technology and understands its importance in the fast casual spacewe offer:competitive base salary and annual bonus potentialbenefits options including: health dental vision telemedicine short and long term disability insurance life insurance pet insurance and 401k with cava matchunlimited paid time off (pto)free cava foodfour community days per year to help the world with acts of services/volunteeringcontinuous learning and training opportunities to enhance your skill setthe opportunity to be on the ground floor of helping craft the vision of a rapidly growing brandcava – joining “a culture not a concept™” indexecindus
hive database adminstrator,job description:primary experience required"hands-on" big data experience particularly with acting as dba/engineer on hadoop schema-on-read and rbac (hive ranger).expertise in hive query language (hql) and hive internals (internal/external tables partitions clustering metastore etc.)experience with creating spark/python scripts to create udfs to enhance hql.experience working in aws cloud environment highly desired (s3 emr rds/postgresql redshift dms)physical data modeling experience is a must. past experience on mpp platforms such as netezza/teradata/exadata is preferredjob responsibilities:provide on-site database and system supportmonitor collect statistical information and provide reporting on capacity and system performancebased on statistics make recommendations to maintain and improve capacity and system performancemonitor the system and act upon system and application automated alertsperform diagnostics testing and troubleshooting of software o/s and database issues (ex. correcting installation configuration or data problems)plan and perform software installation configuration upgrade and patchingplan and perform database configuration maintenance upgrade and patchingperform and manage system and database backupsperform manual switch to redundant system / database components in case of system failureeducation/experience:bachelor's degree in a technical field such as computer science computer engineering or related field required10+ years experience preferredexperience in providing technical support covering database administration and operations to include monitoring maintenance capacity performance monitoring/planning and incident/problem troubleshooting and resolutionstrong knowledge of sqlunderstanding of help desk tools and trouble ticket tracking processesunderstanding of support agreements and their implied service levelsproven ability to write excellent technical documentationprovided by dice netezza/teradata/exadatadata modeling experiencebig data
lead software engineer,join bflow solutions (rated top 3 tech startups) we are hiring! we need a talented microsoft lead developer to join our team. the lead developer will be responsible for helping develop and maintain asp.net mvc based products while always using the latest suitable technologies and design methodologies. they will be responsible for creating high performance scalable and maintainable code along with joining in on peer reviews of the rest of our team's code. in addition to technical skills the lead developer must possess excellent communication skills strong work ethic positive attitude an attention to detail flexibility and an overall knack for getting things done. we provide the best tools and technologies to help everyone succeed. technologies include: microsoft .net c# entity framework mvc 5 jquery html 5 css and ms sql server 2014.skills & requirements:a deep understanding of c#experience with entity frameworkthorough experience with the asp.net mvc architecturerazor git or other version of source controlunderstanding of scalable designshealthcare edi transactionsms services mangementstored proceduresadditional skillsstrong experience with asp.net mvc this includes several projects with you as a developer or lead developer7+ years asp.net mvc c# experiencebootstrap and telerik/kendo controls experienceknockoutjs javascript and ms sqlsolid background of application development837 835 277 999 transactionstrong mssql query development skillsstrong api integration skillsability to work on a team but also be self-motivatedstrong interpersonal skills and ability to lead a team of developers.strong oral and written communication skills.ability to lead a team of developersability to prioritize tasks and work independently.ability to work towards and meet deadlines.ability to work multiple complex projects simultaneously.ability to test and troubleshoot complex applications.ability to write and maintain technical documents and provide technical assistance.the dress is casual and the attitude is friendly.provided by dice c# knockout js asp.net mvc microsoft sql server git developer express telerik css entity framework
lead java,position: sr. java developerlocation: denver coduration: 6 monthsdescription:hiring a sr. software engineer developing web services and building cloud applications. must have experience handling jr. developers.the ideal candidate will have the as experience with:restful web servicesjava junit and spring frameworkjsonsql and relational databasesgherkin/cucumber bdd testingworking in an agile environmenta passion for continuous learning and the ability to quickly learn and apply new skillsability to think both technically and analyticallymust be a self-starter and detail-orientedability to work within an teambe proactive in finding solutions to complex problemsadvanced understanding of microservices/api architecturedockeramazon web servicesbuilding cloud native applicationstest driven developmentpair programmingworking in a devops environmentprovided by dice java aws docker gherkin cucumber sql spring framework restful json agile.
project manager,in order to be considered for this position you must complete a formal application for employment as well as resume and a cover letter. the formal employment application is located at: http://www.sjsu.edu/researchfoundation/formsdir/employment%20application%20form%2012_2017.pdfyou may submit your application materials via email or by regular mail. all sections of the application must be completed in full. incomplete applications or candidates that do not complete the application may not receive further consideration. you may also apply in person by visiting the research foundation located at 210 north 4th street 4th floor san jose ca (corner of st. james and north 4th streets). please address your formal application your resume and your letter of interest directly to:san jose state university research foundationattn: hr/job code mlml rsi210 north 4th streetsan jose ca 95112san jose state university research foundationposition: project managerdepartment: research will be done under the offices of the psychology department at sanjose state universityimmediate supervisor: project director nasaposting date: january 30 2018closing date: posted until filledsalary: $105 000 - $125 000 doq/efull timeexcellent benefitsexempt status: exemptgeneral nature of position:do you want to help support nasa*s missions but don*t want to go through astronaut training camp? do you like making a difference in the world and want to help progress the vision of nasa? we are a group of developers ux designers and testers working in contract with nasa under the human computer interaction (hci) research group to make mission assurance software. we work for the san jose state university research foundation in a partnership with nasa through grant funding.we're looking for a project manager to lead the deployment of software tools used by nasa's exploration systems mission directorate in future space launch systems (including launch vehicle crew vehicle ground components) and international space station (iss).as project manager for the deployment of software used by nasa engineers across the agency you will directly contribute to the success of nasa's missions. you will lead a team of developers ux designers and testers to deploy new software tools as well as updates and maintenance for our platform with 30+ existing websites. we are looking for a candidate who has experience through all parts of the project management and software development life cycle who has successfully managed multiple projects at once and will be a leader and inspiration for our team. currently our ux designers are fulfilling the project manager role and we're looking for someone that can help us craft this new position. in return we provide a career that offers great work-life balance direct exposure to nasa culture and a collaborative working environment.essential duties & responsibilities:1) lead the day-to-day software development of new features and platform improvements for production instances of the mission assurance systems and dig-it (data integration information technology)2) work with ux designers developers and qa to identify platform improvements e.g. performance enhancements code maintenance etc.3) work with product owners to determine feature objectives and final scope and ensure technical feasibility4) coordinate changes in project scope schedule and costs with all relevant stakeholders5) create and track a detailed project plan including a schedule based on task estimates6) measure and communicate project performance based on objectives7) create and maintain project documents including a detailed project plan schedule decisions made tasks task estimates task assignments priority milestone dates meeting notes etc.8) lead retrospectives following project completion and define action items for improving efficiency on future projects_____________________________________________________________________________________interpersonal contacts:reports to the project director. interacts with nasa ames civil service and foundation research staff including student assistants on a daily basis._____________________________________________________________________________________qualifications:1) education and experiencea) b.s. in computer science or equivalent experience is requiredb) at least 3 years* experience leading complex web development projectsc) experience successfully managing multiple projects at onced) experience working with design and ux teamse) experience in all phases of the project management lifecycle2) knowledge skills and abilities requiredrequireda) experience with all phases of software development life cycle (sdlc) and projectmanagement life cycle (pmlc)b) experience with project/task management tools such as omniplan asana bootcamp trello etc.c) strong technical background with understanding or hands-on experience in software development or web technologiesd) willingness to work in a user-centered design-driven development modele) understanding of user centered design processf) ability to understand complex product functionality design and technical issues in order to drive the right priorities trade-offs and resolutionsg) extremely self-motivated; able to find opportunities for improvement and tackle them without external directionh) methodical and detail oriented with solid analytical skills and problem solving abilityi) excellent interpersonal communication skills with a positive collaborative attitudej) ability to work on-site (nasa ames mountain view ca)desireda) experience with agile scrum and sprint methodologiesb) capacity and willingness to adopt new methodologies and skills in line with core responsibilities3) physical requirementsa) occasional travel to other nasa sites may be requiredb) located at nasa ames research center. therefore the employee must meet security qualifications for entrance to the center including an agency background check.c) employee must be a us citizen or permanent residentd) the location is equipped for full accessibility4) complexity of dutiesexercises independent judgment in the management and completion of a diverse set of tasks.benefitsthe comprehensive benefit package includes:a) ten health insurance plans to choose fromb) free dental and vision for employee and familyc) paid federal & state holidaysd) retirement plan: 403 (b) employee contribution plan component and a 403 (b) employer contribution componente) vacation and separate sick plansf) employee discountsg) paid training and conferencesh) increases based on merit (performance)____________________________________________________________________________________________supervisory responsibilities:no formal responsibilities though will be called upon for advice and direction by others.application procedureto apply for this position you may submit a letter of interest and a resume and a formal application via email at foundation-jobs@sjsu.edu. an application and job description may be obtained from the research foundation web site at http://www.sjsu.edu/researchfoundation/open/index.html or by visiting the research foundation office. a formal application for employment will be required of all candidates who are selected for an interview. please address your letter of interest and resume or application directly to:san jose state university research foundationattn: hr/job code program support coordinator210 north 4th streetsan jose ca 95112the research foundation provides excellent benefits package to benefited employees. please visit http://www.sjsu.edu/researchfoundation/humanresources/healthbenefits/index.html to get more details.research foundation employment is separate and distinct from san jose state university or state of california employment. research foundation employees are not employees of either sjsu or of the state of california.the san jose state university research foundation (sjsurf) is a non-profit auxiliary of san jose state university. sjsurf is totally self-supported. the majority of the organization*s funding comes from the federal government and other public and private entities. with annual revenues totaling over $65 million programs managed through sjsurf cover a rich diversity of applied research public services and educational related activities.the san jose state university research foundation is an equal opportunity employer and does not discriminate on the basis of race religion color sex age national origin or disability.the research foundation has implemented california state university executive order 1083 (http://www.calstate.edu/eo/eo-1083.pdf ). by policy all research foundation employees are mandated reporters for suspected child abuse or neglect and are expected to undergo formal training in accordance with the directives of the executive order.the sjsurf has also implemented california state university policy memorandum hr 2015*08 (http://www.calstate.edu/hradm/pdf2015/hr2015-08.pdf ).a background check (including a criminal records check) must be completed satisfactorily before any candidate can be offered a position with the sjsurf. failure to satisfactorily complete the background check may affect the application status of applicants or continued employment of current sjsurf employees who apply for the position.provided by dice agile/scrum methologies sdl pmlc computer science software deployment sprint
senior fullstack engineer javascript + java -- enterprise saas,over the last five years this is one of the fastest growing software companies in the world where annual subscription revenues are still growing mid-double digit by (%) and where revenues have topped $1b annually. the software is delivered to thousands of customers all via cloud / saas.the role here falls within the platform business unit and within that a front end team. the teams are organized in such a way that this role will provide a lead function where the balance between front end and back end is approximately 60% / 40%.this company offers great salary bonus and equity opportunity (rsus) and excellent benefits.responsibilitiesguiding improvement and expansion of collaboration toolsworking with other teams to integrate with our collaboration toolsensuring high-quality maintainable codeidentifying and evaluating new technologies to improve the platformmentoring junior engineersrequirements:5+ years web development experience delivering enterprise - grade applications.expert knowledge of javascriptstrong knowledge of angularjs development testing and debuggingstrong knowledge of java or possibly another back endstrong object-oriented programming skillsknowledge of architecture and design best practicesexperience building and consuming rest servicesexperience with relational databases (mysql preferred)experience with gitprovided by dice javascript and java senior fullstack software engineer
senior developer- knowledge graph,position summary:we are seeking an experienced and passionate senior developers to build and scale the core backend knowledge graph data pipelines and services and search platform behind our digital products. you'll work with a wide range of data related to our guests and products and have the opportunity to create a best-in-class recommendation engine that will massively improve our guest experience.essential duties and responsibilities:a successful candidate will have hands-on experience with graph database and web applications and the desire to work in a high performing and faced-paced team. excellent analytical and problem-solving skills are a must as well as a track record of taking complex concepts and implementing practical solutions.major responsibilities include:lead the design development testing and deployment of a graph database solution.design and develop graph data models in accordance with leading practices for our use cases.work with system owners and data engineers to identify and integrate with data sources used to hydrate the knowledge graph.create and manage queries to pull insights from the knowledge graph.optimize for high performance efficiency scalability and stability of the database.define the database architecture and development best practices.assume the role of a trusted-advisor offering technical insights to the team and business stakeholders.qualifications:basic qualificationsbs degree in computer science or related technical field or equivalent practical experience.4+ years of proven working experience as a software developer or data engineer.strong track record of delivery using graph databases such as neo4j titandb or orientdb.fluency with graph query languages such as gremlin cypher sparql.preferred qualificationsexperience in designing creating and maintaining recommendation engines.experience in java / scala development.knowledge of a scripting language like python or ruby.strong experience with restful api interfaces and microservice architectures.knowledge of statistics and experience using statistical packages for analyzing large datasets (r excel spss sas etc)experience with microsoft azure or amazon web services (aws)experience with agile software development.knowledge and skills:the ideal candidate has:experience in developing knowledge-based systems in different contexts such as information retrieval intelligent agents dialog systems and recommendation systems.experience in scalability and performance issues concerning very large knowledge stores.experience with information extraction through creation of an application layer.experience developing rest / json applications and multi-threaded applications.strong background in computer science: algorithms data structures concurrency and distributed systems.strong oo programming and oo design knowledge.knowledge of professional software engineering practices & best practices for the full software development life cycle including coding standards code reviews source control management build processes testing and operations.technical expertise regarding data models database design development data mining and segmentation techniques.technical capabilities with cloud services and micro services patterns api management azure and aws services.strong communication (verbal and written) and collaboration abilities in addition to technical depth.comfortable delivering within an agile program.provided by dice senior developer knowledge graph graph database web applications engineer database architecture gremlin cypher sparql python ruby aws azure json
mobile test engineer,9+ years automation experience •experience with selenium cucumber protractor java script experience with at least one framework and tools for mobile ui testing (i.e. appium; etc.) •ability to work with minimal supervision to achieve your goals excellent ability to create test plans intuitive understanding of where and how software will fail •experience with mobile build/release management frameworks: jenkins: git apacheresponsibilities:this job requisition is for a "domestic" position in atl. help scale qe efforts of mobile apps testing by identifying tools to improve our qa and development efforts work with other engineers to develop and execute test plans support and extend existing validation frameworks design research and implement code analysis complexity analysis and validation tools read and understand application code identify areas of weakness identify bugs in new and existing code determine root causes and suggest possible bug fixes.provided by dice mobile testing protractor selenium cucumber
infrastructure support engineer,infrastructure support engineer (low to mid-level) / support analystduration: 6 months +location: santa fe springs cahours: 8:30 to 5:30pmjob description:resolve user support problems with little supervision in a timely and professional manner.support 56 employees. will be the only it person in the office.able to follow instructions on fixes/installs of routers and switches. currently using mac computers but this will be moved out so need to know mac and pc.will need to know basic cisco infrastructure knowledge.diagnose simple infrastructure problems and assist infrastructure support team in resolving.maintain / support two or more user support application (e.g. vmware windows microsoft office mobile device management it service management asset management phone system / voip proprietary systems).provide solutions for high complexity pc printer mobile device problems.resolve tickets escalated by user support specialists. follow instructions and pre-established "how-to” and sop documents and create / update these documents when necessary. routinely access / update tickets via it service management tool.demonstrate ownership for multiple global user support applications or user support specific soft skillset. install maintain configure support two or more user support applications driving for maximum value / effectiveness.participate on cross functional project teams (may include applications / infrastructure role) completing assigned tasks on time and to specification.perform root cause analysis and corrective action to prevent recurring issues.perform it infrastructure related work under the direction of another it user support analyst or it infrastructure analyst.skill sets: must have infrastructure skills mac experience tech support/customer service experience.minimum required education & experiencebachelor's degree in related field4-5 years' experience acting as an it support specialist level iii with expertise gained in computer hardware software and systemstechnical writing skills for internal/external dept. usedemonstrated customer focus through training or experiencein-depth process documentation and reviewtime management and effective multi-taskingdemonstrated expertise in negotiating with othersit technical training and it certification proven in windows kcs (knowledge center support) itil mdm tem networking).preferred education & experience5-7 years of technical experience in it customer support where expertise has been demonstrated in current software and systemsdocumented expertise in problem solving techniquesproject management training/experienceprovided by dice vmware windows mac support
manager of application security,xpect service is seeking a manager of application security for a global saas technology company based in atlanta. this person will be a leader and advocate for secure development and application security. your day to day will be include leading peer code reviews penetration testing researching solutions for risks/vulnerabilities discovered and teaching software engineers on secure development.the ideal candidate will be able to work cross functionally across the organization and have a solid background in application security. additionally;experience managing a team of security engineers3+ years of penetration testing and peer code reviewhave a background in software development (c# java c c++ python etc.)an active member in the security community (bsides defcon blackhat etc.)certifications; cissp csslp oscp ceh giac owasp etc.fintech or software product industry experiencexpect svc is a contract contract-to-hire direct hire technology solutions for our clients. we provide the service you need the service you xpect.xpect svc is an eoeprovided by dice application security sdlc secure development design review code review cissp csslp oscp ceh giac owasp saas vulnerabilities pentest penetration test secdevops static code analysis
software test engineer-finance,jobsoftware test engineers are instrumental in the software development lifecycle and are highly valued. you will join a team developing and maintaining an industry-leading cross-domain guarding solution that has been deployed at over 80 government and military installations worldwide. the sharing of data across security domains is critical to our nation’s ability to maintain information superiority. a cross-domain guarding solution facilitates the sharing of data from one security domain to another. it also ensures the integrity of the data guards against unauthorized access and malicious cyber-attacks filters data and assists with a human review of the data being transferred.the software test engineer candidate will join the agile scrum team and contribute to the development and maintenance of a moderately complex software code base comprising the cross-domain solution and supporting components.responsibilitiesdesigning developing and executing software tests (both automated and manual).developing and executing test strategy and logging and tracking defects on software.this role is highly focused on quality through strict attention to detail and communicating project status to leadership and team members.whole system test set-up and execution.writing automated tests using an array of programming languages.formal software test functions such as developing test plans test procedures and test reports.work closely with developers project managers and other stakeholders throughout the sdlc.qualificationsbachelor’s degree in computer science computer information systems software engineering or other related fields and 3+ years of relevant work experience.strong development/scripting skills in common languages such as java c/c++ perl bash etc.experience executing and analyzing automated test results.experience with test automation (jenkins or other workflow management).troubleshooting and triaging root cause identification and resolution.experience with vmware.good experience with different operating systems with emphasis on unix variants.system administration and networking skills able to demonstrate an understanding of ip networking protocols such as ftp and https firewalls routers etc.this role requires not only application knowledge but also system knowledge in how all components work together and technical knowledge to perform preliminary troubleshooting.experience developing and implementing sw test and qualification plans.network interface and test experience.must have object oriented programming experience (java preferred).previous agile sw development / continuous integration experience.good working knowledge of the linux operating system including scripting configuration security settings.good working knowledge of computer system architecture (processors memory structures computer interfaces and network interfaces).self-motivated creative and proactive to work successfully in a fast-paced environment including multiple platforms and architectures diverse technologies and lab environments
esx validation engineer,cinder is looking for an esx validation engineer to fill a role for our client in hillsboro or. this is a full time 40-hour per week opportunity with a full benefits package that includes pto!responsibilities:set up and configure pc/server platforms and network capable devices.install drivers and software for 1gbe/10gbe/40gbe wired ethernet controllers for functional evaluation and/or issue reproduction.communicate and interact with developers and validation engineers.execute test plans in a timely manner.required skills:in-depth knowledge of linux operating systems including all aspects of installation configuration and troubleshootingin-depth knowledge of vmware esx vcenter and nsx products including installation configuration and troubleshootingworking knowledge of virtualization technologiesin-depth knowledge of ethernet technologies and tcp/ip protocols.knowledgeable on driver installation and troubleshooting.basic understanding of server platform architecture.scripting skillsexperience with ethernet protocol analyzers.knowledge of microsoft windows client and server operating systems including all aspects of installation configuration and troubleshooting.desired skills:linux installation and network configurationexperienced with kd/windbgpcie analyzer setup and operationpowershell scriptingbasic understanding of c/c++ programmingwork environment:job location: must be done onsiteshift: normal business hoursif you are looking for a professional challenging stimulating environment and meet the above criteria please apply now!us citizens and all other parties authorized to work in the us are encouraged to apply. we are unable to sponsor at this time. no third-party candidates considered for this position.cinder is a rapidly growing consulting firm based in beaverton or. we are bringing a new perspective to the staffing industry providing a better experience for both customers and employees. our collaborative company culture and positive work environment are a refreshing alternative to traditional staffing firms!notice: undefined index: action in /home/ubuntu/staffing/wp-content/themes/tme-cinder/single-job.php on line 15 - provided by dice architecture consulting ethernet linux pc php powershell programming protocol protocols tcp/ip validation vmware windows
